"","Gebruiksdoel","Type","Hoofdadres","ID","Oppervlakte","MaaktDeelUitVan","x_coordinate","y_coordinate"
"467","woonfunctie","Verblijfsobject","0363200000474095","0363010000993143",95,"0363100012126265",124795,487371
"468","woonfunctie","Verblijfsobject","0363200000474092","0363010000993140",95,"0363100012126265",124806,487373
"469","woonfunctie","Verblijfsobject","0363200000474096","0363010000993144",95,"0363100012126265",124790,487370
"470","woonfunctie","Verblijfsobject","0363200000474097","0363010000993145",95,"0363100012126265",124786,487370
"471","woonfunctie","Verblijfsobject","0363200000474098","0363010000993146",95,"0363100012126265",124783,487369
"472","woonfunctie","Verblijfsobject","0363200000474099","0363010000993147",130,"0363100012143702",124778,487368
"473","woonfunctie","Verblijfsobject","0363200000474100","0363010000993148",130,"0363100012110367",124773,487367
"474","woonfunctie","Verblijfsobject","0363200000474101","0363010000993149",130,"0363100012062243",124770,487367
"475","woonfunctie","Verblijfsobject","0363200000478540","0363010000994692",119,"0363100012098458",124988,487359
"476","woonfunctie","Verblijfsobject","0363200000475460","0363010000994693",119,"0363100012098458",124984,487359
"477","woonfunctie","Verblijfsobject","0363200000478541","0363010000994695",119,"0363100012098458",124976,487357
"478","gezondheidszorgfunctie","Verblijfsobject","0363200000474034","0363010000994912",62,"0363100012064891",124746,487346
"479","woonfunctie","Verblijfsobject","0363200000474185","0363010000995740",133,"0363100012127796",124810,487438
"480","woonfunctie","Verblijfsobject","0363200000474195","0363010000995749",109,"0363100012127796",124813,487425
"481","woonfunctie","Verblijfsobject","0363200000481128","0363010000996670",73,"0363100012076936",124677,487367
"482","woonfunctie","Verblijfsobject","0363200000481129","0363010000996671",73,"0363100012076936",124677,487367
"483","woonfunctie","Verblijfsobject","0363200000481130","0363010000996672",71,"0363100012076936",124677,487367
"484","woonfunctie","Verblijfsobject","0363200000481134","0363010000996676",72,"0363100012076936",124677,487367
"485","woonfunctie","Verblijfsobject","0363200000481135","0363010000996677",72,"0363100012076936",124677,487367
"486","woonfunctie","Verblijfsobject","0363200000478328","0363010000996738",91,"0363100012117682",124679,487173
"487","woonfunctie","Verblijfsobject","0363200000478443","0363010000997165",86,"0363100012079449",124701,487189
"488","woonfunctie","Verblijfsobject","0363200000478444","0363010000997166",87,"0363100012126839",124705,487190
"489","woonfunctie","Verblijfsobject","0363200000478445","0363010000997167",86,"0363100012062509",124709,487190
"490","woonfunctie","Verblijfsobject","0363200000478446","0363010000997168",87,"0363100012107924",124713,487191
"491","woonfunctie","Verblijfsobject","0363200000478447","0363010000997169",86,"0363100012115620",124717,487191
"492","woonfunctie","Verblijfsobject","0363200000478448","0363010000997170",87,"0363100012096479",124721,487192
"493","woonfunctie","Verblijfsobject","0363200000478449","0363010000997172",86,"0363100012117513",124726,487193
"494","woonfunctie","Verblijfsobject","0363200000478450","0363010000997175",87,"0363100012134833",124730,487194
"495","woonfunctie","Verblijfsobject","0363200000478452","0363010000997178",87,"0363100012106209",124737,487195
"496","woonfunctie","Verblijfsobject","0363200000481142","0363010000997291",72,"0363100012076936",124677,487367
"497","woonfunctie","Verblijfsobject","0363200000481145","0363010000997297",72,"0363100012076936",124677,487367
"498","woonfunctie","Verblijfsobject","0363200000481152","0363010000997308",72,"0363100012076936",124677,487367
"499","woonfunctie","Verblijfsobject","0363200000481153","0363010000997310",93,"0363100012076936",124677,487367
"500","woonfunctie","Verblijfsobject","0363200000481154","0363010000997312",93,"0363100012076936",124677,487367
"501","woonfunctie","Verblijfsobject","0363200000481155","0363010000997315",72,"0363100012076936",124677,487367
"502","woonfunctie","Verblijfsobject","0363200000481158","0363010000997320",72,"0363100012076936",124677,487367
"503","woonfunctie","Verblijfsobject","0363200000481159","0363010000997322",72,"0363100012076936",124677,487367
"504","woonfunctie","Verblijfsobject","0363200000481162","0363010000997325",72,"0363100012076936",124677,487367
"505","woonfunctie","Verblijfsobject","0363200000481131","0363010000997257",72,"0363100012076936",124677,487367
"506","woonfunctie","Verblijfsobject","0363200000481166","0363010000997701",72,"0363100012076936",124677,487367
"507","woonfunctie","Verblijfsobject","0363200000481167","0363010000997702",81,"0363100012076936",124677,487367
"508","woonfunctie","Verblijfsobject","0363200000478346","0363010000999506",91,"0363100012065031",124724,487168
"509","woonfunctie","Verblijfsobject","0363200000478348","0363010000999508",90,"0363100012086043",124709,487169
"510","woonfunctie","Verblijfsobject","0363200000478349","0363010000999509",90,"0363100012079463",124708,487174
"511","woonfunctie","Verblijfsobject","0363200000478350","0363010000999510",91,"0363100012111558",124714,487179
"512","woonfunctie","Verblijfsobject","0363200000478351","0363010000999511",91,"0363100012126190",124721,487181
"513","woonfunctie","Verblijfsobject","0363200000478352","0363010000999512",44,"0363100012083533",124728,487182
"514","woonfunctie","Verblijfsobject","0363200000478353","0363010000999513",91,"0363100012095351",124733,487183
"515","woonfunctie","Verblijfsobject","0363200000478354","0363010000999514",81,"0363100012126798",124740,487177
"516","woonfunctie","Verblijfsobject","0363200000478399","0363010000999523",80,"0363100012077844",124748,487170
"517","woonfunctie","Verblijfsobject","0363200000461865","0363010000982770",103,"0363100012103546",125069,487459
"518","woonfunctie","Verblijfsobject","0363200000473701","0363010000987424",75,"0363100012086724",125002,487186
"519","woonfunctie","Verblijfsobject","0363200000473704","0363010000987433",89,"0363100012086724",124998,487177
"520","woonfunctie","Verblijfsobject","0363200000470916","0363010000985261",148,"0363100012071952",124865,487218
"521","woonfunctie","Verblijfsobject","0363200000470917","0363010000985264",150,"0363100012071952",124867,487216
"522","woonfunctie","Verblijfsobject","0363200000470919","0363010000985267",148,"0363100012133420",124873,487218
"523","woonfunctie","Verblijfsobject","0363200000470920","0363010000985270",148,"0363100012131271",124881,487220
"524","woonfunctie","Verblijfsobject","0363200000474731","0363010000989596",116,"0363100012110492",125092,487170
"525","woonfunctie","Verblijfsobject","0363200000470912","0363010000985243",148,"0363100012129136",124852,487215
"526","woonfunctie","Verblijfsobject","0363200000470908","0363010000985236",148,"0363100012080598",124838,487213
"527","woonfunctie","Verblijfsobject","0363200000461815","0363010000981570",93,"0363100012102952",125077,487484
"528","woonfunctie","Verblijfsobject","0363200000470946","0363010000983577",131,"0363100012121307",124932,487200
"529","woonfunctie","Verblijfsobject","0363200000470993","0363010000986279",152,"0363100012068204",124756,487185
"530","woonfunctie","Verblijfsobject","0363200000461632","0363010000985319",68,"0363100012147765",125091,487445
"531","woonfunctie","Verblijfsobject","0363200000473603","0363010000987095",89,"0363100012086724",124950,487182
"532","woonfunctie","Verblijfsobject","0363200000473555","0363010000987357",96,"0363100012086724",124964,487211
"533","woonfunctie","Verblijfsobject","0363200000473556","0363010000987359",96,"0363100012086724",124964,487211
"534","woonfunctie","Verblijfsobject","0363200000473604","0363010000987096",89,"0363100012086724",124946,487175
"535","woonfunctie","Verblijfsobject","0363200000474250","0363010000987016",109,"0363100012115636",125037,487229
"536","woonfunctie","Verblijfsobject","0363200000473678","0363010000991262",96,"0363100012086724",125005,487195
"537","woonfunctie","Verblijfsobject","0363200000473706","0363010000987435",87,"0363100012086724",124994,487170
"538","woonfunctie","Verblijfsobject","0363200000478453","0363010000997180",87,"0363100012087700",124742,487196
"539","woonfunctie","Verblijfsobject","0363200000474944","0363010000994237",186,"0363100012075996",125141,487229
"540","woonfunctie","Verblijfsobject","0363200000473664","0363010000991253",96,"0363100012086724",125005,487195
"541","woonfunctie","Verblijfsobject","0363200000470910","0363010000985240",150,"0363100012082965",124846,487214
"542","woonfunctie","Verblijfsobject","0363200000470915","0363010000985259",148,"0363100012132156",124860,487215
"543","woonfunctie","Verblijfsobject","0363200000470921","0363010000985272",150,"0363100012131271",124880,487219
"544","woonfunctie","Verblijfsobject","0363200000473666","0363010000991255",96,"0363100012086724",125005,487195
"545","woonfunctie","Verblijfsobject","0363200000473689","0363010000991267",96,"0363100012086724",125005,487195
"546","woonfunctie","Verblijfsobject","0363200000474733","0363010000989598",106,"0363100012110492",125101,487172
"547","woonfunctie","Verblijfsobject","0363200000473694","0363010000991272",124,"0363100012086724",125005,487195
"548","woonfunctie","Verblijfsobject","0363200000473590","0363010000991248",124,"0363100012086724",124964,487211
"549","woonfunctie","Verblijfsobject","0363200000473667","0363010000991256",96,"0363100012086724",125005,487195
"550","woonfunctie","Verblijfsobject","0363200000478539","0363010000994940",50,"0363100012098458",125004,487362
"551","woonfunctie","Verblijfsobject","0363200000473679","0363010000991263",96,"0363100012086724",125005,487195
"552","woonfunctie","Verblijfsobject","0363200000473558","0363010000991230",96,"0363100012086724",124964,487211
"553","woonfunctie","Verblijfsobject","0363200000473677","0363010000991261",96,"0363100012086724",125005,487195
"554","woonfunctie","Verblijfsobject","0363200000473571","0363010000991237",96,"0363100012086724",124964,487211
"555","woonfunctie","Verblijfsobject","0363200000473585","0363010000991243",96,"0363100012086724",124964,487211
"556","woonfunctie","Verblijfsobject","0363200000473695","0363010000991273",124,"0363100012086724",125005,487195
"557","woonfunctie","Verblijfsobject","0363200000473570","0363010000991236",96,"0363100012086724",124964,487211
"558","woonfunctie","Verblijfsobject","0363200000473589","0363010000991247",104,"0363100012086724",124964,487211
"559","woonfunctie","Verblijfsobject","0363200000470909","0363010000985238",150,"0363100012080598",124838,487212
"560","woonfunctie","Verblijfsobject","0363200000474256","0363010000987022",142,"0363100012115636",125071,487235
"561","woonfunctie","Verblijfsobject","0363200000474243","0363010000987006",158,"0363100012115636",125106,487259
"562","woonfunctie","Verblijfsobject","0363200000474274","0363010000991204",112,"0363100012106034",125174,487271
"563","woonfunctie","Verblijfsobject","0363200000481161","0363010000997324",101,"0363100012076936",124677,487367
"564","woonfunctie","Verblijfsobject","0363200000481133","0363010000996675",101,"0363100012076936",124677,487367
"565","woonfunctie","Verblijfsobject","0363200000481157","0363010000997318",101,"0363100012076936",124677,487367
"566","woonfunctie","Verblijfsobject","0363200000481140","0363010000997287",101,"0363100012076936",124677,487367
"567","woonfunctie","Verblijfsobject","0363200000481160","0363010000997323",101,"0363100012076936",124677,487367
"568","woonfunctie","Verblijfsobject","0363200000481156","0363010000997317",101,"0363100012076936",124677,487367
"569","woonfunctie","Verblijfsobject","0363200000481137","0363010000997264",101,"0363100012076936",124677,487367
"570","woonfunctie","Verblijfsobject","0363200000481141","0363010000997289",101,"0363100012076936",124677,487367
"571","woonfunctie","Verblijfsobject","0363200000481136","0363010000996678",101,"0363100012076936",124677,487367
"572","woonfunctie","Verblijfsobject","0363200000481132","0363010000996674",101,"0363100012076936",124677,487367
"573","woonfunctie","Verblijfsobject","0363200000481147","0363010000997301",101,"0363100012076936",124677,487367
"574","woonfunctie","Verblijfsobject","0363200000481144","0363010000997294",101,"0363100012076936",124677,487367
"575","woonfunctie","Verblijfsobject","0363200000481164","0363010000997699",101,"0363100012076936",124677,487367
"576","woonfunctie","Verblijfsobject","0363200000481143","0363010000997293",101,"0363100012076936",124677,487367
"577","woonfunctie","Verblijfsobject","0363200000481165","0363010000997700",101,"0363100012076936",124677,487367
"578","woonfunctie","Verblijfsobject","0363200000461749","0363010000959541",205,"0363100012152179",125152,487529
"579","woonfunctie","Verblijfsobject","0363200000474239","0363010000987002",158,"0363100012115636",125084,487256
"580","woonfunctie","Verblijfsobject","0363200000461799","0363010000982750",191,"0363100012111177",125149,487486
"581","woonfunctie","Verblijfsobject","0363200000461734","0363010000959781",118,"0363100012066810",124999,487495
"582","kantoorfunctie","Verblijfsobject","0363200012110120","0363010012108437",215,"0363100012076936",124677,487367
"583","kantoorfunctie","Verblijfsobject","0363200000481125","0363010000997254",449,"0363100012076936",124677,487367
"584","woonfunctie","Verblijfsobject","0363200000461867","0363010000982775",128,"0363100012121117",125060,487458
"585","woonfunctie","Verblijfsobject","0363200000474711","0363010000996703",223,"0363100012107432",125063,487215
"586","woonfunctie","Verblijfsobject","0363200000474934","0363010000996710",200,"0363100012123140",125097,487221
"587","woonfunctie","Verblijfsobject","0363200000474035","0363010000994689",70,"0363100012064891",124746,487346
"588","woonfunctie","Verblijfsobject","0363200000474708","0363010000996701",153,"0363100012096071",125054,487213
"589","gezondheidszorgfunctie","Verblijfsobject","0363200000461792","0363010000959663",35,"0363100012136192",125098,487542
"590","gezondheidszorgfunctie","Verblijfsobject","0363200000461793","0363010000959665",35,"0363100012136192",125090,487540
"591","gezondheidszorgfunctie","Verblijfsobject","0363200000461794","0363010000959668",35,"0363100012136192",125082,487539
"592","gezondheidszorgfunctie","Verblijfsobject","0363200000461795","0363010000959672",35,"0363100012136192",125074,487537
"593","gezondheidszorgfunctie","Verblijfsobject","0363200000461796","0363010000959675",35,"0363100012136192",125065,487536
"594","woonfunctie","Verblijfsobject","0363200000474241","0363010000987004",160,"0363100012115636",125096,487257
"595","onderwijsfunctie","Verblijfsobject","0363200000468356","0363010000980913",2083,"0363100012122859",124717,487367
"596","kantoorfunctie","Verblijfsobject","0363200000481126","0363010000997255",1,"0363100012076936",124677,487367
"597","kantoorfunctie","Verblijfsobject","0363200000481127","0363010000997256",1,"0363100012076936",124677,487367
"598","gezondheidszorgfunctie","Verblijfsobject","0363200012110122","0363010012108439",249,"0363100012076936",124677,487367
"599","kantoorfunctie","Verblijfsobject","0363200000481168","0363010000997703",1,"0363100012076936",124677,487367
"600","kantoorfunctie","Verblijfsobject","0363200000481169","0363010000997704",1,"0363100012076936",124677,487367
"601","kantoorfunctie","Verblijfsobject","0363200000481170","0363010000997705",1,"0363100012076936",124677,487367
"602","woonfunctie","Verblijfsobject","0363200000467925","0363010000980351",120,"0363100012107540",124940,487514
"603","woonfunctie","Verblijfsobject","0363200000461882","0363010000982804",119,"0363100012104898",124985,487445
"604","woonfunctie","Verblijfsobject","0363200000474139","0363010000995738",48,"0363100012127796",124845,487420
"605","woonfunctie","Verblijfsobject","0363200000474136","0363010000995733",71,"0363100012127796",124845,487420
"606","woonfunctie","Verblijfsobject","0363200000470942","0363010000983504",102,"0363100012151650",124934,487229
"607","woonfunctie","Verblijfsobject","0363200000461635","0363010000984364",105,"0363100012138251",125075,487443
"608","woonfunctie","Verblijfsobject","0363200000461645","0363010000984374",126,"0363100012064391",125032,487425
"609","woonfunctie","Verblijfsobject","0363200000461798","0363010000982749",206,"0363100012134126",125148,487491
"610","woonfunctie","Verblijfsobject","0363200000461807","0363010000981535",123,"0363100012091299",125105,487489
"611","woonfunctie","Verblijfsobject","0363200000461620","0363010000994352",196,"0363100012092838",125139,487456
"612","woonfunctie","Verblijfsobject","0363200000474258","0363010000987025",144,"0363100012115636",125082,487237
"613","woonfunctie","Verblijfsobject","0363200000461636","0363010000984365",106,"0363100012146938",125070,487442
"614","woonfunctie","Verblijfsobject","0363200000470985","0363010000983553",102,"0363100012154461",124897,487189
"615","woonfunctie","Verblijfsobject","0363200000461806","0363010000981534",123,"0363100012106946",125110,487489
"616","woonfunctie","Verblijfsobject","0363200000475456","0363010000994932",114,"0363100012098458",125041,487373
"617","woonfunctie","Verblijfsobject","0363200000461778","0363010000958150",120,"0363100012097164",124990,487523
"618","woonfunctie","Verblijfsobject","0363200000461858","0363010000982769",88,"0363100012093312",125106,487465
"619","woonfunctie","Verblijfsobject","0363200000461837","0363010000981248",108,"0363100012069527",124972,487465
"620","woonfunctie","Verblijfsobject","0363200000461848","0363010000980144",168,"0363100012104070",124928,487458
"621","woonfunctie","Verblijfsobject","0363200000461666","0363010000985400",89,"0363100012109818",125123,487428
"622","woonfunctie","Verblijfsobject","0363200000461661","0363010000994353",166,"0363100012137077",125146,487430
"623","woonfunctie","Verblijfsobject","0363200000474141","0363010000987553",92,"0363100012130571",124794,487411
"624","woonfunctie","Verblijfsobject","0363200000475483","0363010000993797",190,"0363100012098434",124828,487332
"625","woonfunctie","Verblijfsobject","0363200000475482","0363010000993796",190,"0363100012098434",124832,487332
"626","woonfunctie","Verblijfsobject","0363200000461724","0363010000959727",123,"0363100012147556",125042,487503
"627","woonfunctie","Verblijfsobject","0363200000470991","0363010000983566",102,"0363100012105519",124925,487194
"628","woonfunctie","Verblijfsobject","0363200000461764","0363010000958259",186,"0363100012131812",125051,487533
"629","woonfunctie","Verblijfsobject","0363200000475494","0363010000993808",153,"0363100012151220",124772,487322
"630","woonfunctie","Verblijfsobject","0363200000470886","0363010000986266",102,"0363100012129395",124761,487198
"631","woonfunctie","Verblijfsobject","0363200000470929","0363010000983487",138,"0363100012103992",124899,487222
"632","woonfunctie","Verblijfsobject","0363200000470931","0363010000983492",138,"0363100012100301",124908,487224
"633","woonfunctie","Verblijfsobject","0363200000470934","0363010000983496",102,"0363100012065322",124918,487226
"634","woonfunctie","Verblijfsobject","0363200000470937","0363010000983499",138,"0363100012065322",124918,487224
"635","woonfunctie","Verblijfsobject","0363200000470932","0363010000983494",102,"0363100012100301",124908,487223
"636","woonfunctie","Verblijfsobject","0363200000470938","0363010000983500",102,"0363100012069008",124926,487228
"637","woonfunctie","Verblijfsobject","0363200000474113","0363010000987614",78,"0363100012100625",124695,487403
"638","woonfunctie","Verblijfsobject","0363200000461699","0363010000995841",203,"0363100012085536",125149,487388
"639","woonfunctie","Verblijfsobject","0363200000461835","0363010000981246",128,"0363100012088512",124981,487466
"640","woonfunctie","Verblijfsobject","0363200000474122","0363010000994893",113,"0363100012082525",124896,487401
"641","woonfunctie","Verblijfsobject","0363200000474125","0363010000994896",113,"0363100012082525",124896,487401
"642","woonfunctie","Verblijfsobject","0363200000475455","0363010000994931",164,"0363100012098458",125015,487382
"643","woonfunctie","Verblijfsobject","0363200000475458","0363010000994934",156,"0363100012098458",125031,487372
"644","woonfunctie","Verblijfsobject","0363200000461730","0363010000959773",103,"0363100012088036",125015,487499
"645","woonfunctie","Verblijfsobject","0363200000461732","0363010000959777",103,"0363100012101340",125007,487498
"646","woonfunctie","Verblijfsobject","0363200000461736","0363010000959790",115,"0363100012078510",124991,487494
"647","woonfunctie","Verblijfsobject","0363200000475479","0363010000993793",192,"0363100012098434",124848,487335
"648","woonfunctie","Verblijfsobject","0363200000461684","0363010000995842",184,"0363100012126046",125144,487416
"649","woonfunctie","Verblijfsobject","0363200000470887","0363010000986265",138,"0363100012129395",124761,487198
"650","woonfunctie","Verblijfsobject","0363200000470973","0363010000984051",150,"0363100012111695",124853,487181
"651","woonfunctie","Verblijfsobject","0363200000470979","0363010000984057",153,"0363100012141642",124874,487186
"652","woonfunctie","Verblijfsobject","0363200000470974","0363010000984052",150,"0363100012147849",124861,487180
"653","woonfunctie","Verblijfsobject","0363200000461845","0363010000982829",161,"0363100012078565",124939,487454
"654","woonfunctie","Verblijfsobject","0363200000474718","0363010001000214",93,"0363100012067578",125044,487210
"655","woonfunctie","Verblijfsobject","0363200000461659","0363010000995839",208,"0363100012150138",125151,487401
"656","woonfunctie","Verblijfsobject","0363200000461660","0363010000995840",204,"0363100012134541",125152,487396
"657","woonfunctie","Verblijfsobject","0363200000474182","0363010000986330",106,"0363100012122074",124706,487421
"658","woonfunctie","Verblijfsobject","0363200000474163","0363010000986311",139,"0363100012143399",124790,487435
"659","woonfunctie","Verblijfsobject","0363200000461853","0363010000982760",133,"0363100012154996",125127,487468
"660","woonfunctie","Verblijfsobject","0363200000461805","0363010000981533",123,"0363100012091260",125113,487490
"661","woonfunctie","Verblijfsobject","0363200000474147","0363010000987600",115,"0363100012081307",124768,487407
"662","woonfunctie","Verblijfsobject","0363200000474181","0363010000986329",106,"0363100012138772",124710,487421
"663","woonfunctie","Verblijfsobject","0363200000461820","0363010000981543",126,"0363100012092023",125056,487480
"664","woonfunctie","Verblijfsobject","0363200000461689","0363010000984383",168,"0363100012130134",125121,487410
"665","woonfunctie","Verblijfsobject","0363200000461676","0363010000986154",128,"0363100012093939",125080,487421
"666","woonfunctie","Verblijfsobject","0363200000461675","0363010000986153",128,"0363100012148906",125084,487421
"667","woonfunctie","Verblijfsobject","0363200000474715","0363010000996707",177,"0363100012080982",125083,487218
"668","woonfunctie","Verblijfsobject","0363200000474197","0363010000995750",84,"0363100012127796",124813,487422
"669","woonfunctie","Verblijfsobject","0363200000474144","0363010000987604",105,"0363100012130979",124782,487409
"670","woonfunctie","Verblijfsobject","0363200000475452","0363010000994928",136,"0363100012098458",124994,487379
"671","woonfunctie","Verblijfsobject","0363200000474742","0363010000989607",105,"0363100012124640",125140,487181
"672","woonfunctie","Verblijfsobject","0363200000470988","0363010000983559",102,"0363100012142445",124911,487191
"673","woonfunctie","Verblijfsobject","0363200000461823","0363010000981549",126,"0363100012086722",125044,487478
"674","woonfunctie","Verblijfsobject","0363200000470927","0363010000983480",138,"0363100012103992",124898,487222
"675","woonfunctie","Verblijfsobject","0363200000470935","0363010000983497",138,"0363100012065322",124918,487225
"676","woonfunctie","Verblijfsobject","0363200000470925","0363010000983474",138,"0363100012068996",124889,487219
"677","woonfunctie","Verblijfsobject","0363200000461849","0363010000980145",131,"0363100012067794",124923,487457
"678","woonfunctie","Verblijfsobject","0363200000474187","0363010000995741",84,"0363100012127796",124811,487437
"679","woonfunctie","Verblijfsobject","0363200000461771","0363010000958143",118,"0363100012126024",125019,487528
"680","woonfunctie","Verblijfsobject","0363200000475454","0363010000994930",129,"0363100012098458",125005,487381
"681","woonfunctie","Verblijfsobject","0363200000474228","0363010000987014",98,"0363100012115636",125031.507,487244.271
"682","woonfunctie","Verblijfsobject","0363200000474229","0363010000987015",83,"0363100012115636",125033.763,487230.113
"683","woonfunctie","Verblijfsobject","0363200000474170","0363010000986318",114,"0363100012097441",124759,487430
"684","woonfunctie","Verblijfsobject","0363200000461690","0363010000984384",176,"0363100012097036",125113,487403
"685","woonfunctie","Verblijfsobject","0363200000461717","0363010000959712",92,"0363100012136192",125075,487509
"686","woonfunctie","Verblijfsobject","0363200000474936","0363010000988330",234,"0363100012140302",125106,487223
"687","woonfunctie","Verblijfsobject","0363200000475476","0363010000993790",190,"0363100012098434",124863,487338
"688","woonfunctie","Verblijfsobject","0363200000474016","0363010000992447",122,"0363100012098434",124822,487358
"689","woonfunctie","Verblijfsobject","0363200000474271","0363010000994355",203,"0363100012065340",125149,487267
"690","woonfunctie","Verblijfsobject","0363200000474272","0363010000994356",204,"0363100012065340",125154,487268
"691","woonfunctie","Verblijfsobject","0363200000474135","0363010000995730",58,"0363100012127796",124845,487420
"692","woonfunctie","Verblijfsobject","0363200000475477","0363010000993791",192,"0363100012098434",124858,487337
"693","woonfunctie","Verblijfsobject","0363200000474160","0363010000987574",92,"0363100012091091",124710,487396
"694","woonfunctie","Verblijfsobject","0363200000475481","0363010000993795",192,"0363100012098434",124838,487333
"695","woonfunctie","Verblijfsobject","0363200000461725","0363010000959729",131,"0363100012082970",125037,487502
"696","woonfunctie","Verblijfsobject","0363200000474071","0363010000994910",50,"0363100012082525",124932,487393
"697","woonfunctie","Verblijfsobject","0363200000474112","0363010000987613",78,"0363100012129714",124698,487398
"698","woonfunctie","Verblijfsobject","0363200000474033","0363010000992429",122,"0363100012088217",124752,487346
"699","woonfunctie","Verblijfsobject","0363200000461688","0363010000984382",164,"0363100012086305",125119,487399
"700","woonfunctie","Verblijfsobject","0363200000475486","0363010000993800",153,"0363100012143902",124813,487329
"701","woonfunctie","Verblijfsobject","0363200000475497","0363010000993811",153,"0363100012116773",124757,487319
"702","woonfunctie","Verblijfsobject","0363200000461755","0363010000959565",152,"0363100012136192",125120,487546
"703","woonfunctie","Verblijfsobject","0363200000461756","0363010000959660",160,"0363100012136192",125111,487544
"704","woonfunctie","Verblijfsobject","0363200000461757","0363010000959662",152,"0363100012136192",125103,487543
"705","woonfunctie","Verblijfsobject","0363200000461759","0363010000959666",152,"0363100012136192",125086,487539
"706","woonfunctie","Verblijfsobject","0363200000461761","0363010000959674",183,"0363100012136192",125069,487536
"707","woonfunctie","Verblijfsobject","0363200000461786","0363010000957348",140,"0363100012076318",124957,487517
"708","woonfunctie","Verblijfsobject","0363200000474268","0363010000987035",120,"0363100012115636",125136,487246
"709","woonfunctie","Verblijfsobject","0363200000474134","0363010000995728",46,"0363100012127796",124845,487420
"710","woonfunctie","Verblijfsobject","0363200000461836","0363010000981247",138,"0363100012096493",124977,487466
"711","woonfunctie","Verblijfsobject","0363200000474749","0363010000989614",105,"0363100012094626",125171,487186
"712","woonfunctie","Verblijfsobject","0363200000474743","0363010000989608",105,"0363100012124640",125144,487182
"713","woonfunctie","Verblijfsobject","0363200000474067","0363010000994906",59,"0363100012082525",124932,487393
"714","woonfunctie","Verblijfsobject","0363200000461765","0363010000958258",172,"0363100012146914",125047,487533
"715","woonfunctie","Verblijfsobject","0363200000474940","0363010000995033",139,"0363100012124857",125121,487225
"716","woonfunctie","Verblijfsobject","0363200000474750","0363010000989615",99,"0363100012119737",125176,487187
"717","woonfunctie","Verblijfsobject","0363200000474164","0363010000986312",139,"0363100012078657",124786,487434
"718","woonfunctie","Verblijfsobject","0363200000461631","0363010000985318",89,"0363100012132502",125093,487445
"719","woonfunctie","Verblijfsobject","0363200000461664","0363010000985395",89,"0363100012153853",125132,487429
"720","woonfunctie","Verblijfsobject","0363200000461665","0363010000985397",89,"0363100012120352",125126,487429
"721","woonfunctie","Verblijfsobject","0363200000461673","0363010000985411",70,"0363100012105591",125094,487423
"722","woonfunctie","Verblijfsobject","0363200000474168","0363010000986316",114,"0363100012067270",124768,487431
"723","woonfunctie","Verblijfsobject","0363200000461752","0363010000959544",219,"0363100012091936",125149,487550
"724","woonfunctie","Verblijfsobject","0363200000461713","0363010000959708",92,"0363100012136192",125091,487512
"725","woonfunctie","Verblijfsobject","0363200000461831","0363010000981242",138,"0363100012098940",125000,487470
"726","woonfunctie","Verblijfsobject","0363200000461851","0363010000982757",139,"0363100012149346",125134,487469
"727","woonfunctie","Verblijfsobject","0363200000473982","0363010000993401",143,"0363100012098458",124979,487386
"728","woonfunctie","Verblijfsobject","0363200000473999","0363010000993418",132,"0363100012098458",124908,487372
"729","woonfunctie","Verblijfsobject","0363200000461888","0363010000982791",111,"0363100012097987",125022,487467
"730","woonfunctie","Verblijfsobject","0363200000474001","0363010000992431",126,"0363100012098434",124885,487370
"731","woonfunctie","Verblijfsobject","0363200000474008","0363010000992439",122,"0363100012098434",124855,487364
"732","woonfunctie","Verblijfsobject","0363200000461822","0363010000981547",126,"0363100012063230",125047,487478
"733","woonfunctie","Verblijfsobject","0363200000474166","0363010000986314",114,"0363100012064500",124777,487433
"734","woonfunctie","Verblijfsobject","0363200000474717","0363010000996709",173,"0363100012068095",125092,487220
"735","woonfunctie","Verblijfsobject","0363200000474167","0363010000986315",136,"0363100012117607",124773,487432
"736","woonfunctie","Verblijfsobject","0363200000461802","0363010000981530",123,"0363100012077073",125126,487493
"737","woonfunctie","Verblijfsobject","0363200000470930","0363010000983489",102,"0363100012100301",124908,487224
"738","woonfunctie","Verblijfsobject","0363200000474172","0363010000986320",120,"0363100012126484",124750,487429
"739","woonfunctie","Verblijfsobject","0363200000478533","0363010000994926",105,"0363100012098458",124992,487366
"740","woonfunctie","Verblijfsobject","0363200000461714","0363010000959709",94,"0363100012136192",125087,487511
"741","woonfunctie","Verblijfsobject","0363200000461718","0363010000959714",94,"0363100012136192",125071,487508
"742","woonfunctie","Verblijfsobject","0363200000474068","0363010000994907",72,"0363100012082525",124932,487393
"743","woonfunctie","Verblijfsobject","0363200000461678","0363010000986156",108,"0363100012130352",125071,487419
"744","woonfunctie","Verblijfsobject","0363200000461681","0363010000986160",108,"0363100012121836",125059,487417
"745","woonfunctie","Verblijfsobject","0363200000461856","0363010000982765",129,"0363100012122591",125114,487466
"746","woonfunctie","Verblijfsobject","0363200000461890","0363010000982792",95,"0363100012080678",125010,487466
"747","woonfunctie","Verblijfsobject","0363200000474120","0363010000994891",120,"0363100012082525",124896,487401
"748","woonfunctie","Verblijfsobject","0363200000470922","0363010000983467",102,"0363100012068996",124889,487221
"749","woonfunctie","Verblijfsobject","0363200000470928","0363010000983482",102,"0363100012103992",124898,487222
