"","Gebruiksdoel","Type","Hoofdadres","ID","Oppervlakte","MaaktDeelUitVan","x_coordinate","y_coordinate"
"194","woonfunctie","Verblijfsobject","0363200012109966","0363010012108285",53,"0363100012247452",124892.663,487524.196
"195","woonfunctie","Verblijfsobject","0363200012110034","0363010012108353",72,"0363100012247452",124876.3,487527.645
"196","woonfunctie","Verblijfsobject","0363200012110001","0363010012108320",60,"0363100012247452",124892.487,487533.978
"197","woonfunctie","Verblijfsobject","0363200012109952","0363010012108271",53,"0363100012247452",124883.901,487518.214
"198","woonfunctie","Verblijfsobject","0363200012110059","0363010012108378",129,"0363100012247452",124885.273,487516.877
"199","woonfunctie","Verblijfsobject","0363200012110021","0363010012108340",53,"0363100012247452",124890.481,487517.827
"200","woonfunctie","Verblijfsobject","0363200012109938","0363010012108257",72,"0363100012247452",124875.491,487528.348
"201","woonfunctie","Verblijfsobject","0363200012109986","0363010012108305",74,"0363100012247452",124890.727,487508.397
"202","woonfunctie","Verblijfsobject","0363200012110058","0363010012108377",126,"0363100012247452",124889.284,487516.385
"203","woonfunctie","Verblijfsobject","0363200012109972","0363010012108291",80,"0363100012247452",124876.687,487534.929
"204","woonfunctie","Verblijfsobject","0363200012110042","0363010012108361",53,"0363100012247452",124883.971,487518.848
"205","woonfunctie","Verblijfsobject","0363200012109996","0363010012108315",79,"0363100012247452",124881.614,487510.579
"206","woonfunctie","Verblijfsobject","0363200012109960","0363010012108279",80,"0363100012247452",124882.177,487510.192
"207","woonfunctie","Verblijfsobject","0363200012110063","0363010012108382",129,"0363100012247452",124885.167,487516.033
"208","woonfunctie","Verblijfsobject","0363200012110029","0363010012108348",53,"0363100012247452",124893.331,487524.478
"209","woonfunctie","Verblijfsobject","0363200012109959","0363010012108278",75,"0363100012247452",124890.868,487509.136
"210","woonfunctie","Verblijfsobject","0363200012110050","0363010012108369",79,"0363100012247452",124882.775,487509.136
"211","woonfunctie","Verblijfsobject","0363200012109942","0363010012108261",140,"0363100012247452",124882.564,487534.26
"212","woonfunctie","Verblijfsobject","0363200012110002","0363010012108321",53,"0363100012247452",124891.361,487523.633
"213","woonfunctie","Verblijfsobject","0363200012110013","0363010012108332",75,"0363100012247452",124891.255,487508.01
"214","woonfunctie","Verblijfsobject","0363200012110039","0363010012108358",53,"0363100012247452",124891.149,487518.144
"215","woonfunctie","Verblijfsobject","0363200012110051","0363010012108370",53,"0363100012247452",124883.303,487518.707
"216","woonfunctie","Verblijfsobject","0363200012110043","0363010012108362",73,"0363100012247452",124873.872,487527.469
"217","woonfunctie","Verblijfsobject","0363200012109962","0363010012108281",72,"0363100012247452",124875.667,487527.68
"218","woonfunctie","Verblijfsobject","0363200012110040","0363010012108359",74,"0363100012247452",124889.707,487508.573
"219","woonfunctie","Verblijfsobject","0363200012110044","0363010012108363",79,"0363100012247452",124875.491,487534.436
"220","woonfunctie","Verblijfsobject","0363200012109940","0363010012108259",107,"0363100012247452",124894.457,487526.237
"221","woonfunctie","Verblijfsobject","0363200012110041","0363010012108360",78,"0363100012247452",124882.106,487508.819
"222","woonfunctie","Verblijfsobject","0363200012110057","0363010012108376",130,"0363100012247452",124890.094,487532.747
"223","woonfunctie","Verblijfsobject","0363200012109990","0363010012108309",80,"0363100012247452",124876.159,487536.16
"224","woonfunctie","Verblijfsobject","0363200012110056","0363010012108375",182,"0363100012247452",124878.939,487534.19
"225","woonfunctie","Verblijfsobject","0363200012110018","0363010012108337",54,"0363100012247452",124886.469,487534.014
"226","woonfunctie","Verblijfsobject","0363200012109978","0363010012108297",79,"0363100012247452",124882.74,487509.84
"227","bijeenkomstfunctie","Verblijfsobject","0363200012110064","0363010012108383",228,"0363100012247452",124877.109,487526.096
"228","woonfunctie","Verblijfsobject","0363200012109956","0363010012108275",61,"0363100012247452",124892.979,487532.888
"229","woonfunctie","Verblijfsobject","0363200012109963","0363010012108282",78,"0363100012247452",124875.561,487535.14
"230","woonfunctie","Verblijfsobject","0363200012110055","0363010012108374",128,"0363100012247452",124885.379,487517.687
"231","woonfunctie","Verblijfsobject","0363200012110011","0363010012108330",53,"0363100012247452",124893.226,487523.809
"232","woonfunctie","Verblijfsobject","0363200012109964","0363010012108283",54,"0363100012247452",124885.871,487534.154
"233","woonfunctie","Verblijfsobject","0363200012110036","0363010012108355",54,"0363100012247452",124885.695,487532.923
"234","woonfunctie","Verblijfsobject","0363200012109977","0363010012108296",75,"0363100012247452",124890.235,487508.89
"235","woonfunctie","Verblijfsobject","0363200012109980","0363010012108299",72,"0363100012247452",124873.978,487528.489
"236","woonfunctie","Verblijfsobject","0363200012109982","0363010012108301",54,"0363100012247452",124884.64,487533.697
"237","woonfunctie","Verblijfsobject","0363200012109993","0363010012108312",53,"0363100012247452",124892.029,487523.211
"238","woonfunctie","Verblijfsobject","0363200012110000","0363010012108319",54,"0363100012247452",124885.942,487533.486
"239","woonfunctie","Verblijfsobject","0363200012110016","0363010012108335",72,"0363100012247452",124874.928,487527.222
"240","woonfunctie","Verblijfsobject","0363200012109971","0363010012108290",73,"0363100012247452",124874.33,487527.821
"241","overige gebruiksfunctie","Verblijfsobject","0363200012109936","0363010012108255",15,"0363100012247452",124896.041,487525.006
"242","woonfunctie","Verblijfsobject","0363200012110008","0363010012108327",80,"0363100012247452",124876.793,487536.301
"243","woonfunctie","Verblijfsobject","0363200012110027","0363010012108346",55,"0363100012247452",124885.238,487535.245
"244","woonfunctie","Verblijfsobject","0363200012109981","0363010012108300",78,"0363100012247452",124875.561,487535.808
"245","overige gebruiksfunctie","Verblijfsobject","0363200012109937","0363010012108256",10,"0363100012247452",124890.586,487523.176
"246","woonfunctie","Verblijfsobject","0363200012110053","0363010012108372",127,"0363100012247452",124890.199,487533.556
"247","woonfunctie","Verblijfsobject","0363200012109985","0363010012108304",53,"0363100012247452",124891.185,487515.962
"248","woonfunctie","Verblijfsobject","0363200012110062","0363010012108381",126,"0363100012247452",124889.249,487515.575
"249","woonfunctie","Verblijfsobject","0363200012109999","0363010012108318",78,"0363100012247452",124876.898,487535.632
"250","woonfunctie","Verblijfsobject","0363200012110012","0363010012108331",53,"0363100012247452",124890.551,487515.681
"251","woonfunctie","Verblijfsobject","0363200012109989","0363010012108308",73,"0363100012247452",124874.435,487529.017
"252","woonfunctie","Verblijfsobject","0363200012109987","0363010012108306",78,"0363100012247452",124882.212,487509.453
"253","woonfunctie","Verblijfsobject","0363200012109949","0363010012108268",53,"0363100012247452",124891.853,487517.194
"254","woonfunctie","Verblijfsobject","0363200012110015","0363010012108334",53,"0363100012247452",124884.429,487516.42
"255","woonfunctie","Verblijfsobject","0363200012110030","0363010012108349",53,"0363100012247452",124892.346,487516.736
"256","woonfunctie","Verblijfsobject","0363200012109976","0363010012108295",53,"0363100012247452",124891.185,487517.44
"257","woonfunctie","Verblijfsobject","0363200012109955","0363010012108274",54,"0363100012247452",124885.308,487533.978
"258","woonfunctie","Verblijfsobject","0363200012109974","0363010012108293",61,"0363100012247452",124892.451,487533.275
"259","woonfunctie","Verblijfsobject","0363200012110009","0363010012108328",54,"0363100012247452",124886.223,487534.788
"260","woonfunctie","Verblijfsobject","0363200012110054","0363010012108373",124,"0363100012247452",124889.425,487517.194
"261","woonfunctie","Verblijfsobject","0363200012110025","0363010012108344",73,"0363100012247452",124875.104,487529.545
"262","woonfunctie","Verblijfsobject","0363200012110024","0363010012108343",53,"0363100012247452",124884.534,487518.461
"263","woonfunctie","Verblijfsobject","0363200012110022","0363010012108341",74,"0363100012247452",124891.607,487510.086
"264","woonfunctie","Verblijfsobject","0363200012110003","0363010012108322",53,"0363100012247452",124890.551,487516.42
"265","woonfunctie","Verblijfsobject","0363200012109979","0363010012108298",53,"0363100012247452",124884.358,487517.124
"266","woonfunctie","Verblijfsobject","0363200012110049","0363010012108368",75,"0363100012247452",124890.199,487508.115
"267","woonfunctie","Verblijfsobject","0363200012109945","0363010012108264",78,"0363100012247452",124876.23,487535.421
"268","woonfunctie","Verblijfsobject","0363200012110028","0363010012108347",61,"0363100012247452",124891.959,487534.717
"269","woonfunctie","Verblijfsobject","0363200012109965","0363010012108284",60,"0363100012247452",124893.613,487533.169
"270","woonfunctie","Verblijfsobject","0363200012110007","0363010012108326",73,"0363100012247452",124876.159,487528.278
"271","woonfunctie","Verblijfsobject","0363200012110048","0363010012108367",53,"0363100012247452",124891.783,487517.862
"272","woonfunctie","Verblijfsobject","0363200012110026","0363010012108345",79,"0363100012247452",124877.567,487535.879
"273","woonfunctie","Verblijfsobject","0363200012110031","0363010012108350",75,"0363100012247452",124889.812,487509.206
"274","woonfunctie","Verblijfsobject","0363200012110038","0363010012108357",53,"0363100012247452",124891.431,487524.97
"275","woonfunctie","Verblijfsobject","0363200012110046","0363010012108365",61,"0363100012247452",124892.275,487532.641
"276","woonfunctie","Verblijfsobject","0363200012109992","0363010012108311",61,"0363100012247452",124893.261,487534.26
"277","woonfunctie","Verblijfsobject","0363200012109997","0363010012108316",53,"0363100012247452",124883.267,487517.968
"278","woonfunctie","Verblijfsobject","0363200012109941","0363010012108260",73,"0363100012247452",124874.717,487528.419
"279","woonfunctie","Verblijfsobject","0363200012109975","0363010012108294",53,"0363100012247452",124891.466,487524.302
"280","woonfunctie","Verblijfsobject","0363200012109954","0363010012108273",80,"0363100012247452",124876.089,487534.753
"281","woonfunctie","Verblijfsobject","0363200012110010","0363010012108329",61,"0363100012247452",124892.698,487534.647
"282","woonfunctie","Verblijfsobject","0363200012110037","0363010012108356",60,"0363100012247452",124891.818,487533.345
"283","woonfunctie","Verblijfsobject","0363200012109944","0363010012108263",72,"0363100012247452",124875.033,487527.856
"284","woonfunctie","Verblijfsobject","0363200012110020","0363010012108339",53,"0363100012247452",124892.733,487524.865
"285","woonfunctie","Verblijfsobject","0363200012110047","0363010012108366",53,"0363100012247452",124892.522,487522.824
"286","woonfunctie","Verblijfsobject","0363200012109967","0363010012108286",53,"0363100012247452",124891.185,487516.772
"287","woonfunctie","Verblijfsobject","0363200012109947","0363010012108266",60,"0363100012247452",124893.05,487533.662
"288","woonfunctie","Verblijfsobject","0363200012109988","0363010012108307",53,"0363100012247452",124883.76,487516.666
"289","woonfunctie","Verblijfsobject","0363200012109948","0363010012108267",53,"0363100012247452",124891.994,487523.88
"290","woonfunctie","Verblijfsobject","0363200012109968","0363010012108287",74,"0363100012247452",124890.305,487509.558
"291","woonfunctie","Verblijfsobject","0363200012109984","0363010012108303",53,"0363100012247452",124892.627,487523.493
"292","woonfunctie","Verblijfsobject","0363200012110052","0363010012108371",180,"0363100012247452",124879.01,487534.964
"293","woonfunctie","Verblijfsobject","0363200012110033","0363010012108352",53,"0363100012247452",124882.74,487517.616
"294","woonfunctie","Verblijfsobject","0363200012110006","0363010012108325",53,"0363100012247452",124883.127,487517.194
"295","woonfunctie","Verblijfsobject","0363200012110035","0363010012108354",78,"0363100012247452",124876.898,487534.33
"296","woonfunctie","Verblijfsobject","0363200012110017","0363010012108336",78,"0363100012247452",124877.285,487535.175
"297","woonfunctie","Verblijfsobject","0363200012110023","0363010012108342",78,"0363100012247452",124881.614,487511.318
"298","woonfunctie","Verblijfsobject","0363200012109946","0363010012108265",54,"0363100012247452",124885.449,487534.647
"299","woonfunctie","Verblijfsobject","0363200012109970","0363010012108289",53,"0363100012247452",124884.534,487517.722
"300","woonfunctie","Verblijfsobject","0363200012109998","0363010012108317",72,"0363100012247452",124875.772,487528.947
"301","woonfunctie","Verblijfsobject","0363200012110014","0363010012108333",79,"0363100012247452",124881.578,487509.171
"302","woonfunctie","Verblijfsobject","0363200012109983","0363010012108302",60,"0363100012247452",124893.789,487533.873
"303","woonfunctie","Verblijfsobject","0363200012109943","0363010012108262",108,"0363100012247452",124893.753,487526.308
"304","woonfunctie","Verblijfsobject","0363200012109950","0363010012108269",74,"0363100012247452",124890.973,487509.875
"305","woonfunctie","Verblijfsobject","0363200012109994","0363010012108313",53,"0363100012247452",124890.586,487517.053
"306","woonfunctie","Verblijfsobject","0363200012110004","0363010012108323",74,"0363100012247452",124891.361,487508.643
"307","woonfunctie","Verblijfsobject","0363200012109957","0363010012108276",53,"0363100012247452",124892.029,487524.689
"308","woonfunctie","Verblijfsobject","0363200012109961","0363010012108280",54,"0363100012247452",124883.795,487517.511
"309","woonfunctie","Verblijfsobject","0363200012109969","0363010012108288",78,"0363100012247452",124882.74,487510.508
"310","woonfunctie","Verblijfsobject","0363200012109951","0363010012108270",78,"0363100012247452",124882.212,487510.93
"311","woonfunctie","Verblijfsobject","0363200000461654","0363010000994349",198,"0363100012150321",125150,487451
"312","woonfunctie","Verblijfsobject","0363200000461634","0363010000984363",98,"0363100012063368",125080,487443
"313","woonfunctie","Verblijfsobject","0363200000461871","0363010000982784",119,"0363100012069392",125043,487454
"314","woonfunctie","Verblijfsobject","0363200000481148","0363010000997303",149,"0363100012076936",124677,487367
"315","woonfunctie","Verblijfsobject","0363200000474176","0363010000986324",137,"0363100012121739",124733,487425
"316","woonfunctie","Verblijfsobject","0363200000474177","0363010000986325",136,"0363100012138363",124728,487425
"317","woonfunctie","Verblijfsobject","0363200000461637","0363010000984366",112,"0363100012106141",125067,487441
"318","woonfunctie","Verblijfsobject","0363200000461789","0363010000957352",143,"0363100012136961",124945,487515
"319","woonfunctie","Verblijfsobject","0363200012067303","0363010012067123",96,"0363100012086724",124967.929,487209.708
"320","woonfunctie","Verblijfsobject","0363200000474943","0363010000995035",242,"0363100012101909",125136,487228
"321","gezondheidszorgfunctie","Verblijfsobject","0363200000461791","0363010000959560",35,"0363100012136192",125131,487548
"322","gezondheidszorgfunctie","Verblijfsobject","0363200000462346","0363010000959659",35,"0363100012136192",125115,487545
"323","gezondheidszorgfunctie","Verblijfsobject","0363200000467005","0363010001017374",35,"0363100012136192",125107,487543
"324","woonfunctie","Verblijfsobject","0363200000461729","0363010000959769",103,"0363100012101973",125020,487500
"325","woonfunctie","Verblijfsobject","0363200000461737","0363010000959793",103,"0363100012067630",124987,487494
"326","woonfunctie","Verblijfsobject","0363200000461738","0363010000959796",124,"0363100012116651",124982,487493
"327","woonfunctie","Verblijfsobject","0363200000461816","0363010000981571",93,"0363100012089366",125074,487483
"328","woonfunctie","Verblijfsobject","0363200000461817","0363010000981572",75,"0363100012140817",125077,487477
"329","woonfunctie","Verblijfsobject","0363200000461630","0363010000982741",79,"0363100012149772",125099,487446
"330","woonfunctie","Verblijfsobject","0363200000461859","0363010000982742",78,"0363100012100991",125101,487464
"331","woonfunctie","Verblijfsobject","0363200000461860","0363010000982743",75,"0363100012065288",125099,487472
"332","woonfunctie","Verblijfsobject","0363200000461861","0363010000982744",78,"0363100012109730",125089,487463
"333","woonfunctie","Verblijfsobject","0363200000461862","0363010000982745",75,"0363100012107625",125090,487470
"334","woonfunctie","Verblijfsobject","0363200000461863","0363010000982746",78,"0363100012101385",125079,487461
"335","woonfunctie","Verblijfsobject","0363200000461864","0363010000982747",75,"0363100012113239",125077,487468
"336","woonfunctie","Verblijfsobject","0363200000461855","0363010000982764",88,"0363100012068203",125118,487468
"337","kantoorfunctie","Verblijfsobject","0363200000461891","0363010000982794",32,"0363100012066887",125013,487456
"338","woonfunctie","Verblijfsobject","0363200000461876","0363010000982795",87,"0363100012066887",125013,487449
"339","industriefunctie","Verblijfsobject","0363200000461893","0363010000982819",66,"0363100012067615",124919,487452
"340","woonfunctie","Verblijfsobject","0363200000461687","0363010000984381",212,"0363100012090106",125123,487400
"341","woonfunctie","Verblijfsobject","0363200000461621","0363010000985309",68,"0363100012070500",125135,487453
"342","woonfunctie","Verblijfsobject","0363200000461622","0363010000985310",79,"0363100012150581",125131,487452
"343","woonfunctie","Verblijfsobject","0363200000461623","0363010000985311",79,"0363100012092647",125127,487452
"344","woonfunctie","Verblijfsobject","0363200000461624","0363010000985312",79,"0363100012143656",125123,487451
"345","woonfunctie","Verblijfsobject","0363200000461625","0363010000985313",79,"0363100012112337",125119,487450
"346","woonfunctie","Verblijfsobject","0363200000461626","0363010000985314",79,"0363100012103032",125114,487449
"347","woonfunctie","Verblijfsobject","0363200000461627","0363010000985315",79,"0363100012064156",125111,487448
"348","woonfunctie","Verblijfsobject","0363200000461628","0363010000985316",79,"0363100012068411",125107,487448
"349","woonfunctie","Verblijfsobject","0363200000461629","0363010000985317",79,"0363100012108010",125102,487446
"350","woonfunctie","Verblijfsobject","0363200000461667","0363010000985403",79,"0363100012063287",125119,487427
"351","woonfunctie","Verblijfsobject","0363200000461670","0363010000985406",79,"0363100012151246",125106,487425
"352","overige gebruiksfunctie","Verblijfsobject","0363200000474063","0363010000986181",60,"0363100012132435",124769,487389
"353","woonfunctie","Verblijfsobject","0363200000474162","0363010000986206",1,"0363100012100123",124795,487436
"354","woonfunctie","Verblijfsobject","0363200000470906","0363010000986242",120,"0363100012143766",124832,487212
"355","woonfunctie","Verblijfsobject","0363200000470905","0363010000986244",120,"0363100012152072",124825,487209
"356","woonfunctie","Verblijfsobject","0363200000470897","0363010000986255",120,"0363100012088542",124797,487204
"357","woonfunctie","Verblijfsobject","0363200000470896","0363010000986256",120,"0363100012088542",124797,487206
"358","woonfunctie","Verblijfsobject","0363200000470895","0363010000986257",120,"0363100012145698",124790,487203
"359","woonfunctie","Verblijfsobject","0363200000470894","0363010000986258",120,"0363100012145698",124790,487205
"360","woonfunctie","Verblijfsobject","0363200000470893","0363010000986259",120,"0363100012149229",124784,487202
"361","woonfunctie","Verblijfsobject","0363200000470892","0363010000986260",120,"0363100012149229",124784,487203
"362","woonfunctie","Verblijfsobject","0363200000470891","0363010000986261",120,"0363100012103412",124777,487201
"363","woonfunctie","Verblijfsobject","0363200000470890","0363010000986262",120,"0363100012103412",124777,487202
"364","woonfunctie","Verblijfsobject","0363200000470889","0363010000986263",120,"0363100012081969",124770,487200
"365","woonfunctie","Verblijfsobject","0363200000470888","0363010000986264",120,"0363100012081969",124769,487201
"366","bijeenkomstfunctie","Verblijfsobject","0363200000474978","0363010000986513",106,"0363100012149457",125162,487227
"367","woonfunctie","Verblijfsobject","0363200000470950","0363010000987061",120,"0363100012120089",124775,487170
"368","woonfunctie","Verblijfsobject","0363200000470951","0363010000987062",120,"0363100012120089",124775,487172
"369","woonfunctie","Verblijfsobject","0363200000470955","0363010000987066",120,"0363100012122220",124791,487170
"370","woonfunctie","Verblijfsobject","0363200000470956","0363010000987067",120,"0363100012136752",124798,487169
"371","woonfunctie","Verblijfsobject","0363200000470957","0363010000987068",120,"0363100012136752",124798,487172
"372","woonfunctie","Verblijfsobject","0363200000470958","0363010000987069",120,"0363100012088277",124805,487171
"373","woonfunctie","Verblijfsobject","0363200000470959","0363010000987070",120,"0363100012088277",124804,487173
"374","woonfunctie","Verblijfsobject","0363200000470960","0363010000987071",120,"0363100012146259",124812,487172
"375","woonfunctie","Verblijfsobject","0363200000470961","0363010000987072",120,"0363100012146259",124812,487174
"376","woonfunctie","Verblijfsobject","0363200000470962","0363010000987073",120,"0363100012121158",124819,487173
"377","woonfunctie","Verblijfsobject","0363200000470963","0363010000987074",120,"0363100012121158",124818,487176
"378","woonfunctie","Verblijfsobject","0363200000473597","0363010000987089",87,"0363100012086724",124961,487205
"379","woonfunctie","Verblijfsobject","0363200000473598","0363010000987090",87,"0363100012086724",124958,487198
"380","woonfunctie","Verblijfsobject","0363200000473600","0363010000987092",128,"0363100012086724",124954,487190
"381","woonfunctie","Verblijfsobject","0363200000473602","0363010000987094",87,"0363100012086724",124950,487182
"382","woonfunctie","Verblijfsobject","0363200000473547","0363010000987342",92,"0363100012086724",124964,487211
"383","woonfunctie","Verblijfsobject","0363200000473548","0363010000987343",92,"0363100012086724",124964,487211
"384","woonfunctie","Verblijfsobject","0363200000473549","0363010000987345",92,"0363100012086724",124964,487211
"385","woonfunctie","Verblijfsobject","0363200000473550","0363010000987348",92,"0363100012086724",124964,487211
"386","woonfunctie","Verblijfsobject","0363200000473551","0363010000987350",92,"0363100012086724",124964,487211
"387","woonfunctie","Verblijfsobject","0363200000473563","0363010000987363",92,"0363100012086724",124964,487211
"388","woonfunctie","Verblijfsobject","0363200000473565","0363010000987367",92,"0363100012086724",124964,487211
"389","woonfunctie","Verblijfsobject","0363200000473566","0363010000987370",92,"0363100012086724",124964,487211
"390","woonfunctie","Verblijfsobject","0363200000473567","0363010000987371",92,"0363100012086724",124964,487211
"391","woonfunctie","Verblijfsobject","0363200000473568","0363010000987373",92,"0363100012086724",124964,487211
"392","woonfunctie","Verblijfsobject","0363200000473577","0363010000987375",92,"0363100012086724",124964,487211
"393","woonfunctie","Verblijfsobject","0363200000473579","0363010000987379",92,"0363100012086724",124964,487211
"394","woonfunctie","Verblijfsobject","0363200000473580","0363010000987381",92,"0363100012086724",124964,487211
"395","woonfunctie","Verblijfsobject","0363200000473581","0363010000987386",92,"0363100012086724",124964,487211
"396","woonfunctie","Verblijfsobject","0363200000473595","0363010000987399",92,"0363100012086724",124964,487211
"397","woonfunctie","Verblijfsobject","0363200000473564","0363010000987401",92,"0363100012086724",124964,487211
"398","woonfunctie","Verblijfsobject","0363200000473653","0363010000987554",92,"0363100012086724",125005,487195
"399","woonfunctie","Verblijfsobject","0363200000473654","0363010000987555",92,"0363100012086724",125005,487195
"400","woonfunctie","Verblijfsobject","0363200000473655","0363010000987556",92,"0363100012086724",125005,487195
"401","woonfunctie","Verblijfsobject","0363200000473656","0363010000987557",92,"0363100012086724",125005,487195
"402","woonfunctie","Verblijfsobject","0363200000473657","0363010000987558",92,"0363100012086724",125005,487195
"403","woonfunctie","Verblijfsobject","0363200000473658","0363010000987559",92,"0363100012086724",125005,487195
"404","woonfunctie","Verblijfsobject","0363200000473659","0363010000987560",92,"0363100012086724",125005,487195
"405","woonfunctie","Verblijfsobject","0363200000473660","0363010000987565",92,"0363100012086724",125005,487195
"406","woonfunctie","Verblijfsobject","0363200000473661","0363010000987567",92,"0363100012086724",125005,487195
"407","woonfunctie","Verblijfsobject","0363200000473675","0363010000987579",92,"0363100012086724",125005,487195
"408","woonfunctie","Verblijfsobject","0363200000473683","0363010000987583",92,"0363100012086724",125005,487195
"409","woonfunctie","Verblijfsobject","0363200000473684","0363010000987585",92,"0363100012086724",125005,487195
"410","woonfunctie","Verblijfsobject","0363200000474149","0363010000987596",97,"0363100012068474",124760,487405
"411","woonfunctie","Verblijfsobject","0363200000473685","0363010000987587",92,"0363100012086724",125005,487195
"412","woonfunctie","Verblijfsobject","0363200000473686","0363010000987589",92,"0363100012086724",125005,487195
"413","woonfunctie","Verblijfsobject","0363200000473687","0363010000987593",92,"0363100012086724",125005,487195
"414","woonfunctie","Verblijfsobject","0363200000473696","0363010000987597",92,"0363100012086724",125005,487195
"415","woonfunctie","Verblijfsobject","0363200000474148","0363010000987598",97,"0363100012087823",124763,487406
"416","woonfunctie","Verblijfsobject","0363200000473697","0363010000987599",92,"0363100012086724",125005,487195
"417","woonfunctie","Verblijfsobject","0363200000473698","0363010000987602",92,"0363100012086724",125005,487195
"418","woonfunctie","Verblijfsobject","0363200000474145","0363010000987603",97,"0363100012082711",124777,487408
"419","woonfunctie","Verblijfsobject","0363200000473699","0363010000987605",92,"0363100012086724",125005,487195
"420","woonfunctie","Verblijfsobject","0363200000474037","0363010000988884",112,"0363100012126265",124882,487408
"421","woonfunctie","Verblijfsobject","0363200000474044","0363010000988894",112,"0363100012126265",124852,487403
"422","woonfunctie","Verblijfsobject","0363200000474045","0363010000988896",112,"0363100012126265",124848,487402
"423","woonfunctie","Verblijfsobject","0363200000474046","0363010000988899",125,"0363100012126265",124844,487401
"424","woonfunctie","Verblijfsobject","0363200000474047","0363010000988900",125,"0363100012126265",124840,487401
"425","woonfunctie","Verblijfsobject","0363200000474048","0363010000988901",112,"0363100012126265",124836,487400
"426","woonfunctie","Verblijfsobject","0363200000474049","0363010000988902",112,"0363100012126265",124831,487399
"427","woonfunctie","Verblijfsobject","0363200000474059","0363010000988912",125,"0363100012126265",124790,487392
"428","woonfunctie","Verblijfsobject","0363200000474050","0363010000988903",112,"0363100012126265",124828,487398
"429","woonfunctie","Verblijfsobject","0363200000474051","0363010000988904",112,"0363100012126265",124824,487398
"430","woonfunctie","Verblijfsobject","0363200000474052","0363010000988905",125,"0363100012126265",124819,487397
"431","woonfunctie","Verblijfsobject","0363200000474053","0363010000988906",125,"0363100012126265",124816,487396
"432","woonfunctie","Verblijfsobject","0363200000474054","0363010000988907",112,"0363100012126265",124811,487396
"433","woonfunctie","Verblijfsobject","0363200000474055","0363010000988908",112,"0363100012126265",124807,487395
"434","woonfunctie","Verblijfsobject","0363200000474056","0363010000988909",112,"0363100012126265",124802,487395
"435","woonfunctie","Verblijfsobject","0363200000474057","0363010000988910",112,"0363100012126265",124796,487391
"436","woonfunctie","Verblijfsobject","0363200000474058","0363010000988911",125,"0363100012126265",124795,487394
"437","woonfunctie","Verblijfsobject","0363200000474060","0363010000988913",112,"0363100012126265",124786,487392
"438","woonfunctie","Verblijfsobject","0363200000474061","0363010000988914",112,"0363100012126265",124782,487391
"439","woonfunctie","Verblijfsobject","0363200000474062","0363010000988915",112,"0363100012126265",124778,487390
"440","woonfunctie","Verblijfsobject","0363200000474730","0363010000989594",150,"0363100012062518",125084,487170
"441","woonfunctie","Verblijfsobject","0363200000474732","0363010000989597",114,"0363100012110492",125096,487171
"442","woonfunctie","Verblijfsobject","0363200000474734","0363010000989599",114,"0363100012110492",125106,487172
"443","woonfunctie","Verblijfsobject","0363200000474736","0363010000989601",114,"0363100012110492",125115,487174
"444","woonfunctie","Verblijfsobject","0363200000474738","0363010000989603",114,"0363100012110492",125123,487176
"445","woonfunctie","Verblijfsobject","0363200000474740","0363010000989605",114,"0363100012110492",125132,487177
"446","woonfunctie","Verblijfsobject","0363200000473574","0363010000991240",96,"0363100012086724",124964,487211
"447","woonfunctie","Verblijfsobject","0363200000473575","0363010000991241",96,"0363100012086724",124964,487211
"448","woonfunctie","Verblijfsobject","0363200000473576","0363010000991242",96,"0363100012086724",124964,487211
"449","woonfunctie","Verblijfsobject","0363200000473669","0363010000991258",96,"0363100012086724",125005,487195
"450","woonfunctie","Verblijfsobject","0363200000473670","0363010000991259",96,"0363100012086724",125005,487195
"451","woonfunctie","Verblijfsobject","0363200000473680","0363010000991264",96,"0363100012086724",125005,487195
"452","woonfunctie","Verblijfsobject","0363200000473681","0363010000991265",96,"0363100012086724",125005,487195
"453","woonfunctie","Verblijfsobject","0363200000474023","0363010000992419",89,"0363100012131943",124793,487353
"454","woonfunctie","Verblijfsobject","0363200000474025","0363010000992421",89,"0363100012131289",124784,487352
"455","woonfunctie","Verblijfsobject","0363200000474026","0363010000992422",89,"0363100012086849",124780,487351
"456","woonfunctie","Verblijfsobject","0363200000474074","0363010000993121",95,"0363100012126265",124881,487386
"457","woonfunctie","Verblijfsobject","0363200000474075","0363010000993122",95,"0363100012126265",124877,487386
"458","woonfunctie","Verblijfsobject","0363200000474076","0363010000993123",95,"0363100012126265",124873,487385
"459","woonfunctie","Verblijfsobject","0363200000474077","0363010000993124",95,"0363100012126265",124868,487384
"460","woonfunctie","Verblijfsobject","0363200000474078","0363010000993125",95,"0363100012126265",124865,487383
"461","woonfunctie","Verblijfsobject","0363200000474079","0363010000993126",95,"0363100012126265",124860,487383
"462","woonfunctie","Verblijfsobject","0363200000474080","0363010000993127",95,"0363100012126265",124856,487382
"463","woonfunctie","Verblijfsobject","0363200000474081","0363010000993128",95,"0363100012126265",124852,487381
"464","woonfunctie","Verblijfsobject","0363200000474082","0363010000993129",95,"0363100012126265",124848,487381
"465","woonfunctie","Verblijfsobject","0363200000474093","0363010000993141",95,"0363100012126265",124802,487373
"466","woonfunctie","Verblijfsobject","0363200000474094","0363010000993142",95,"0363100012126265",124798,487372
