X,Y,Middens_ID,
5.01372633731901,52.0854746917636,,
5.08383914285075,52.0312413636192,,
5.27617998684778,52.162075176742,,
4.49183235910821,51.9225415597579,,
5.36040561171733,52.2289193267599,,
5.03000266968169,52.1356459160226,,
5.22131192795163,52.091719502658,,
5.38608386984514,52.2494243427303,,
5.38159948529727,52.1552018091045,,
5.15281235590127,52.0064238880543,,
5.13796814828189,52.0280550317587,,
5.0941505858464,52.026141668054,,
5.23816129655638,52.0838575769664,,
4.4766187349639,51.9230751228387,,
5.42366941463728,52.1778640904449,,
4.4405080753669,52.0141332462372,,
4.44027376514615,52.014076422868,,
4.33556793117103,52.0435348529467,,
5.12281539349893,51.9905598082656,,
4.49105936474697,51.9006500599468,,
5.35790881421542,52.1667332713033,,
5.12145863051296,52.0502298284545,,
4.37049468481402,51.7549790107532,,
5.24992999893609,52.0934102700938,,
5.35510671484331,52.1583247590071,,
4.61841138591112,52.3357096498406,,
5.36722881355012,52.2177512615301,,
5.24028078613407,52.0818456280129,,
5.31330412721526,51.9708714011488,,
5.3863615176556,52.1515758465017,,
4.61545489165115,51.8793436740849,,
5.0614437383205,52.198881446216,,
4.49327328138573,52.0018647989408,,
4.50676443098708,51.8619953647478,,
4.41529217168577,52.0237173611537,,
4.41525919933297,52.0239275812847,,
4.41543012905024,52.0237767690817,,
4.41515374018027,52.0238274171698,,
5.27413444568208,52.1799563207708,,
4.5355769257705,51.8494074411075,,
5.04483200108531,52.1303837266215,,
4.88153644057989,52.1787391842148,,
4.16053508968078,51.7573920914738,,
4.90677384240559,52.1294134744011,,
5.14216798468515,52.0285524740742,,
4.11485267639875,51.834635883949,,
5.0766450731778,51.898700378199,,
4.6383987762168,51.8452536275876,,
4.08230075767249,51.8457077716786,,
5.57686554192136,52.0339190235357,,
5.10515295421827,52.1051421780593,,
5.42283114380154,52.1754139913369,,
4.93018425737828,51.8413488062955,,
4.70154497713333,51.8018405507991,,
5.38161842025981,52.1552261313077,,
5.37278007577,52.0058054256367,,
4.39934883926309,51.9044757459808,,
5.39666034954906,52.1872991760835,,
3.89529645138926,51.7962781811864,,
4.39820286748145,52.0486107783183,,
5.29940192284802,52.2164135386778,,
4.47581320400216,51.9126327600119,,
5.14490380494333,52.0384790017932,,
5.40325846230903,52.1738124418743,,
4.9012821176126,52.1942397947205,,
4.54538375158206,51.771070287696,,
5.40436599599494,52.1726659676968,,
5.31311550382401,51.9736321754681,,
4.57506062356092,51.9230590481738,,
5.42133180680016,52.1434992529921,,
5.3018987133437,51.9968536685463,,
5.04587472720972,52.1325749341557,,
4.60139282686636,51.8704800260516,,
4.36706499975759,52.0899719181449,,
4.93482673189781,51.8467656561857,,
5.21805309521067,52.0896505284309,,
5.32758846303504,52.272043085317,,
4.64736146162262,51.8401874348406,,
4.87113359215183,52.203203787817,,
4.94745560475294,51.8433976640328,,
5.39188963147075,52.1574642664261,,
4.65059678540955,51.8454712095088,,
5.3637439400685,52.229376954756,,
4.62821722035791,52.0146033960374,,
5.26418418158112,52.0544979166388,,
5.35979576586959,52.1701275110311,,
5.38870304293394,52.2524766910048,,
5.35829059121842,52.245921379915,,
5.22869198893152,52.2182295738875,,
4.35939513227978,51.9850934223833,,
5.17922233677046,52.0194809512572,,
4.54249626762162,51.8604024735405,,
5.30052917016201,52.039510054455,,
4.97766572684275,52.0067254829939,,
4.86420695060968,51.9486245765746,,
5.38160380917813,52.0147869915401,,
5.02694276347284,52.1273566177831,,
5.36241696648632,52.1657724389933,,
5.28269669470846,52.1575186600594,,
5.41537582819039,52.1758747819422,,
5.38082070880367,52.1647870862929,,
4.8472296732262,52.08648008709,,
4.61740713369898,52.3550679726521,,
5.36828902423471,52.1653403234486,,
5.12144197511193,52.052179008761,,
4.88274414406126,52.2096107476107,,
4.2933378703168,51.8543762297357,,
4.14054237709435,51.7043668516834,,
5.14354363238275,52.2024339299941,,
5.15393569750863,52.0182937761554,,
4.7238302579304,51.9800711749355,,
4.48481301787675,51.8123499433694,,
3.96546836906972,51.9579007169866,,
5.15112972653256,52.0205039999056,,
4.6256478682416,52.3458268407223,,
5.32524222627454,52.0108479651007,,
4.78443488754158,51.8701346084195,,
5.09938291138165,51.8986756700956,,
4.4565189247969,51.8867921149962,,
5.20756404231633,52.089879490127,,
4.84772033474524,52.082624524455,,
4.4462357612401,51.9049893820443,,
4.87110584432072,52.2174910446842,,
5.34797817024388,52.1659302886402,,
5.09956668716297,51.993203475248,,
5.1947283591115,52.127117502789,,
5.55621481336915,52.0243844630107,,
4.40098096799994,51.9184636825116,,
5.29825986998999,52.1933461391896,,
5.30141668352804,52.2184567696228,,
4.90404113888375,51.8671849415404,,
4.65161842492362,51.850581236773,,
5.42345007633965,52.1122219582512,,
